축제명,간단한 소개,내용글,포스터 이미지,이미지1,이미지2,이미지3,시작일,종료일,주소,운영기관,연락처
고령대가야축제,대가야의 독특한 역사와 문화를 배우고 즐길 수 있는 축제,"※ 해당 축제는 산불 피해로 인해 개최 취소가 되었습니다. 참고 부탁드립니다.

대가야의 독특한 역사와 문화를 배우고 즐길 수 있는 차별화된 축제이다.대가야 고도 지정, 고령 대가야 궁성지 해자에서 '대왕 토기' 출도로 강력한 고대왕국임이 입증되고, 문체부 주관 최우수 문화관광축제로 선정되었다.
[행사내용]
1. 메인프로그램
- 캐리와 친구들 + 대형포토존
- 대가야 역사 토크 콘서트 : 최태성 선생님, 유홍준 교수님
- 100대 가야금 공연
- 창작뮤지컬 가얏고

2. 부대프로그램
- 가야합창 페스티벌
- 군민화합한마당
- 특별초청공연 : 도립국악단
- 지역주민참여공연
- 블랙라이트 어린이극
- 대가야군민 퍼레이드

3. 소비자체험 프로그램
- 주제 체험(유/무료): 대왕 토기 발굴체험, 미로속 대왕 옥새 찾기
- 딸기체험(유료) : 딸기 타르트 만들기, 딸기 퐁듀 만들기, 딸기 캔들 만들기
- 아트체험(유/무료) : 페이스페인팅, 초크아트
- 무료체험 : 대형젠가놀이, 장난감도서관, 타투스티커, 도안스케치, 보드게임",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/ecf68d54-808a-4ef0-8b64-122a4fc90f0f_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ecf68d54-808a-4ef0-8b64-122a4fc90f0f_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ecf68d54-808a-4ef0-8b64-122a4fc90f0f_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ecf68d54-808a-4ef0-8b64-122a4fc90f0f_6.JPG,~,~,경상북도 고령군 대가야로 1216 대가야역사테마관광지,고령군/(사)고령군관광협의회,054-950-6427
마토예술제,마지막 토요일에 하는 예술제 / 안정리의 상상은 현실이 된다!,"4월 마지막주 토요일에 하는 예술제, 4월 마토예술제는 '상상이 현실이 되는 동화'를 주제로 개최된다. 동화 속 등장인물이 춤을 추는 ‘이상한 나라의 앨리스’ 공연과, 동화 속 주인공이 되어 체험하는 프로그램 ‘헨젤과 그레텔 과자집 만들기’, ‘제페토 할아버지의 피노키오 만들기’ 등 체험 프로그램이 진행된다. 신데렐라 대형 포토존과 드레스코드 이벤트, 동화 먹거리 등을 경험할 수 있다.",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/5fa03d15-98d2-48c0-bab5-be597a7f15eb_3.jpg,,,,~,~,경기도 평택시 팽성읍 안정쇼핑로 11 안정리 예술인광장,평택시문화재단,070-8874-3037
마한역사문화제,다시 뛰는 마한의 심장,"마한역사문화제는 전라남도 영암군에서 개최될 예정이다. 이 축제는 마한의 역사와 문화를 기념하며, 다양한 프로그램을 통해 관람객들에게 풍부한 경험을 제공한다. 특히 마한문화공원 일원에서 열리는 이번 행사에서는 마한 유물 전시, 마한문화체험, 유물 발굴 체험, 이벤트 등 마한의 역사적 유산을 체험하고 되새길 수 있는 다채로운 프로그램이 준비되어 있다. 또한, 영암군은 국립 마한역사문화센터 건립을 추진 중이며, 이는 마한 역사 연구와 보존에 중추적인 역할을 할 것으로 기대된다. 마한의 심장에서 펼쳐지는 이번 축제는 한국 고대사의 매력을 직접 느낄 수 있는 소중한 기회가 될 것이다.",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/7c5c879b-b7d0-44fa-9ed2-e6389f26326d_3.jpg,,,,~,~,전라남도 영암군 시종면 옥야리 526 마한문화공원,영암군/(재)영암문화관광재단,061-471-9094
물금벚꽃축제,"낙동강을 따라 펼쳐진 황산공원에서, 즐거움과 휴식이 공존하는 가족힐링축제","※ 해당 축제는 산불 피해로 인해 개최 취소가 되었습니다. 참고 부탁드립니다.

물금벚꽃축제는 낙동강 최대 수변공원인 황산공원과, 물금역 선로 따라 이어진 벚꽃길을 중심으로 남녀노소 누구나 즐길 수 있는 가족힐링축제를 구현하고, 지역 상권을 활성화하기 위하여 매년 3월 말~4월 초 개화시기에 개최된다. 물금읍 주민들이 중심이 되어 소규모로 시작된 축제의 규모가 확대됨에 따라 2024년부터 전담기구인 물금벚꽃축제추진위원회를 조직하여 개최해 오고 있으며, 벚꽃길은 물론 낙동강을 따라 펼쳐진 황산공원 일대에 각종 전시·체험프로그램과 야외쉼터 등을 다채롭게 구성할 예정이다. 특히 벚꽃길의 경우 본래 차도로 이용되는 구간을 보행자전용으로 일시 통제하여 방문객들이 자유롭게 걸으며 나들이를 즐길 수 있도록 운영하며, 경관조명들로 야간에도 아름답게 반짝이는 산책로를 구현할 예정이다.",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/705f1ebe-8576-4d3f-b7a2-15c51e0c528a_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_705f1ebe-8576-4d3f-b7a2-15c51e0c528a_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_705f1ebe-8576-4d3f-b7a2-15c51e0c528a_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_705f1ebe-8576-4d3f-b7a2-15c51e0c528a_6.jpg,~,~,경상남도 양산시 물금읍 황산공원1길 275 황산공원,양산시/물금벚꽃축제추진위원회,055-392-2547~8
비슬산 참꽃문화제,30만 평의 광활한 평원 위 흩날리는 참꽃의 향연,"※ 해당 축제는 산불 여파로 인해 개최 취소가 되었습니다. 참고 부탁드립니다.

비슬산 참꽃군락지는 따뜻한 햇살을 받으며 활짝 피어나 30만 평 대지 위를 분홍빛으로 물들인다. 참꽃이 만개하는 봄날, 달성군의 대표 축제 <비슬산 참꽃문화제>가 2025년 4월 12일(토), 13일(일) 주말 양일간 개최된다. 비슬산 곳곳에는 유서 깊은 사찰과 문화유적들이 산재되어 있다. 천왕봉 정상에 올라 바라보는 능선은 수묵으로 그려놓은 듯 아름답다. 전망 데크에서 아래를 내려다보면 낙동강 물줄기가 산지를 따라 굽이쳐 흐른다. 대견사를 돌아 조금 더 걷다보면 진분홍빛의 드넓은 화원이 눈 앞에 펼쳐지고 군락을 가로지르는 걸음마다 참꽃이 피어나는 감동적인 순간을 선사한다. 올해도 어김없이 <비슬산 참꽃문화제>에서 화려한 봄의 향연이 펼쳐진다.",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/347a5f83-38f4-4d50-95f9-98f7555fa383_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_347a5f83-38f4-4d50-95f9-98f7555fa383_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_347a5f83-38f4-4d50-95f9-98f7555fa383_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_347a5f83-38f4-4d50-95f9-98f7555fa383_6.jpg,~,~,대구광역시 달성군 유가읍 일연선사길 10 비슬산유스호스텔 주차장,달성군/(재)달성문화재단,053-668-4251
안동벚꽃축제,"벚꽃도 피고, 내 마음도 피고","※ 해당 축제는 산불 피해로 인해 개최 취소가 되었습니다. 참고 부탁드립니다.

낙동강을 따라 만개한 벚꽃길에서 펼쳐지는 다채로운 문화축제이다. 구기차역사 부지를 메인 주차장으로 사용하고, 탈춤공원으로 이어지는 보행로를 개통하여 접근성을 강화하였다. 한국정신문화재단 건물부터 안동상공회의소까지 이어지는 벚꽃도로 전 구간을 공연, 전시, 체험, 먹거리 등 다채로운 프로그램들로 채워 운영한다. 올해 벚꽃 거리에서는 다양한 체험과 인생사진을 남길 수 있는 벚꽃 터널과 포토존 공간들을 많이 조성하고, 사전 예약을 통한 야간 꽃놀이존과 타로마음상담소 운영 등을 통해 상춘객들에게 특별한 볼거리와 추억을 제공할 예정이다.",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/665fb1cf-8435-40db-8961-041fd12c0bc8_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_665fb1cf-8435-40db-8961-041fd12c0bc8_4.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_665fb1cf-8435-40db-8961-041fd12c0bc8_5.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_665fb1cf-8435-40db-8961-041fd12c0bc8_6.JPG,~,~,경상북도 안동시 축제장길 200 (운흥동),(재)한국정신문화재단,054-840-3400
영암왕인문화축제,위대한항해 The Great Voyage,"※ 해당 축제는 구제역 확산으로 인해 개최 취소가 되었습니다. 참고 부탁드립니다.

영암왕인문화축제는 영암군 왕인박사유적지와 100리 벚꽃길에서 벚꽃의 향연이 한창일 때 수많은 관광객이 방문하는 축제이다. ‘위대한 항해’를 주제로 개최되며, 일본 아스카 문화 발전에 기여한 도공, 와공, 불공, 직공 등의 기술을 차별화된 축제 콘텐츠로 운영하여 왕인의 기술적·외교적 가치를 알리는 행사이다. 또한 현대적 요구에 맞춘 다양한 신규 프로그램을 도입하여 군민과 방문객에게 새로운 즐거움을 제공하는 축제이다. 대표적으로 왕인박사 테마퍼레이드와 실경산수공연 '월인천강'이 있으며, 영암 최초로 캐릭터 마케팅 캐치 티니핑 팝업스토어, 인문학 토크콘서트, '영암과 마주해봄' 콘서트 등 차별화된 킬러콘텐츠를 운영하는 축제이다.",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/89d1d005-fcc5-49e3-9191-6d92cc9e7125_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_89d1d005-fcc5-49e3-9191-6d92cc9e7125_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_89d1d005-fcc5-49e3-9191-6d92cc9e7125_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_89d1d005-fcc5-49e3-9191-6d92cc9e7125_6.jpg,~,~,전라남도 영암군 군서면 왕인로 440,"영암군/영암문화관광재단, 영암군향토축제추진위원회",061-470-2346
와룡산 와~봄 축제,대구 서구 아름다운 봄꽃 명소인 와룡산에서 등산을 통해 봄꽃을 즐기는 건강한 축제,"※ 해당 축제는 산불 피해로 인해 개최 취소가 되었습니다. 참고 부탁드립니다.

와룡산 와~봄 축제는 서구의 봄꽃 명소인 와룡산을 등산하여 벚꽃, 진달래군락지, 영산홍을 즐길 수 있다. 계성고등학교 옆 산불감시초소를 지나 500m을 걸으면 10:00부터 비원뮤직홀 레지던시 공연으로 와룡산 걷기 행사를 시작한다. 산불감시초소 부근에서 나누어 주는 축제지도의 안내에 따라 벚꽃터널, 진달래군락지를 거쳐 먹거리가 마련되어 있는 가르뱅이 공원에서 국수 등 먹거리와 체험, 홍보부스 6개소 및 플리마켓 10개소를 즐길 수 있다.
[행사내용]
1. 메인프로그램 : 와룡산 둘레길 걷기
2. 부대프로그램 : 비원뮤직홀 레지던시 공연
3. 체험 프로그램 : 떡공예, 물풍선 다트, 자기만의 거울만들기, 꽃화환 만들기, 스내그 골프체험, 건강홍보 부스 등
4. 프리마켓 : 수공예품 등",,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_c582eb11-4ce7-411e-acb7-82be4a1ca5b5_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_c582eb11-4ce7-411e-acb7-82be4a1ca5b5_4.jpg,,~,~,대구광역시 서구 상리동 산 119-5,대구광역시 서구청,053-663-2181
완주 모악산 웰니스 축제,모악산에서 리셋! 몸도 마음도 가벼워지는 순간,"※ 해당 축제는 산불 여파로 인해 개최 취소가 되었습니다. 참고 부탁드립니다.

신체와 정신의 안정을 중시하는 웰니스 관광 트렌드에 따라 웰빙, 건강, 치유를 주제로 개최하는 완주군 축제이다. 이번 축제는 모악산 벚꽃 개화시기에 열려 구이면 일대의 벚꽃경관과 함께 건강한 신체와 마음에 관한 부스 콘텐츠와 먹거리 콘텐츠를 경험할 수 있다.
[행사내용]
- 구이면 봄 정경 속을 거닐다 '구이저수지 둘레길 걷기'와 '술테마박물관 관람'
- 도립미술관 일원 소나무숲과 산책로를 활용한 '모악산 숲산책'
- 숲속에서 즐겨요 '웰니스 숲놀이터' - 밧줄, 네트플레이, 무지개 해먹, 그네체험
- 초록빛 축구장에 펼쳐진 에어바운스 놀이터 '모악산 플레이그라운드'
- 우리가족 다함께 체력쑥쑥 재미 톡톡 '헬스 릴레이 게임'",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/eb2f888b-7922-4345-b902-1b515904bc7e_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_eb2f888b-7922-4345-b902-1b515904bc7e_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_eb2f888b-7922-4345-b902-1b515904bc7e_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_eb2f888b-7922-4345-b902-1b515904bc7e_6.jpg,~,~,전북특별자치도 완주군 구이면 모악산길 111-6,완주군,063-290-3977
의성 산수유마을 꽃맞이행사,산수유마을에서 봄 찾아가세요,"※ 해당 축제는 산불 피해로 인해 개최 취소가 되었습니다. 참고 부탁드립니다.

올해로 18회를 맞이 하는 산수유마을 꽃맞이 행사는 경북지역을 대표하는 산수유 군락지에서 봄을 맞이하는 행사이다. 노란 산수유를 찾아오는 방문객에게 의성의 흥겨움으로 맞이 하는 공연과 다양한 체험거리를 제공한다. 마을 주민들이 준비한 향토 먹거리 장터와 의성농특산물 판매존에서 의성의 맛을 느낄수 있다. 산수유 산책로 곳곳에 펼쳐진 30여개의 포토존에서 봄과 산수유와 함께 추억을 남길 수 있다. 산수유 산책로를 완주하는 스템프 투어를 통해 기념품도 받을 수 있다.
[행사내용]
1. 주요프로그램 : 뮤직로드, 봄바람길, WITH 산수YOU
2. 공연프로그램 : 산수유같은 그대, 산수유힐링 버스킹
3. 전시프로그램 : 의성문학전시, 산수유작품전시
2. 체험프로그램 : 키링만들기, 소원나무꾸미기, 페이스페인팅, 테이블컬링
3. 판매프로그램 : 의성농특산물 판매장, 스프링마켓
4. 먹거리 : 의성 향토음식 판매점",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/0997c099-63a2-4c86-9dec-8729b759b81d_3.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_0997c099-63a2-4c86-9dec-8729b759b81d_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_0997c099-63a2-4c86-9dec-8729b759b81d_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_0997c099-63a2-4c86-9dec-8729b759b81d_6.JPG,~,~,경상북도 의성군 사곡면 산수유2길 2,의성군축제추진위원회,054-832-9997
인천대공원 벚꽃축제,인천 최고의 FESTIVAL,"※ 해당 축제는 산불 여파로 개최 취소가 되었습니다. 참고 부탁드립니다.

인천 최고의 FESTIVAL, 인천대공원 벚꽃축제가 개최된다. 벚꽃과 어울리는 다양한 공연과 체험으로 시민들에게 즐거움을 선사한다.
[행사내용]
1. 메인프로그램 : 개막식, 공연프로그램(축하공연, 벚꽃 버스킹, 지역 예술인 공연, 청소년 댄싱 스티릿 파이터 등 )
2. 부대프로그램 : 체험 프로그램, 랜덤 플레이 댄스",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/bce72fb6-ea97-4c30-9e34-5ef1bea9a1bf_3.png,,,,~,~,인천광역시 남동구 장수동 산79,인천대공원사업소,1544-7056
포항 해병대 문화축제,"함께 나누는 해병의 정신, 함께 만드는 우리의 축제!","※ 해당 축제는 산불 여파로 인해 개최 취소가 되었습니다. 참고 부탁드립니다.

전국 대표 해병문화축제' 명성에 걸맞은 다양하고 풍성한 볼거리로 무적해병의 자긍심을 지키는 민·관·군 대통합의 참여·체험형 문화축제이다.
[행사내용]
1. 메인프로그램 : 민관군 화합행진, 해병대 시범공연, 마린's 응원콘서트 등
2. 부대프로그램 : 서바이벌 강철해병, 해병이와 함께하는 전국노래자랑 등
3. 기타 해병대 복장착용 체험, 군번줄 만들기, 페인트탄 사격체험 등 부대체험 다수",,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_6f77a376-0606-4076-a1a4-ef3fd2a42c4e_3.JPG,,,~,~,"경상북도 포항시 남구 오천읍 용덕리 360-1 오천읍 해병의 거리, 해병대 제1사단","포항시/포항시, 해병대전우회 경북연합회·포항시지회",054-270-2246
화개장터 벚꽃축제,천혜의 관광자원인 십리벚꽃길과 그린나래광장을 중심으로 다양한 프로그램과 볼거리 제공,"※ 해당 축제는 산불 피해로 인해 개최 취소가 되었습니다. 참고 부탁드립니다.

화개의 꽃길은 십리벚꽃길로 잘 알려진 길이다. 마치 꿈길과도 같은 이 길을 사랑하는 청춘남녀가 두 손을 꼭 잡고 걸으면 백년해로 한다고 하여 일명 ""혼례길""이라고도 한다. 그래서 그런지 수많은 청춘남녀들이 두 손을 꼭 잡고 낭만적인 이 길을 걷는다. 사랑을 맹세하면서 하얀 눈처럼 피어난 벚꽃은 섬진청류와 화개동천 25KM 구간을 아름답게 수놓아 새 봄의 정취를 즐길 수 있는 화사한 볼거리를 제공한다.
[행사내용]
1. 메인프로그램 : 개막식, 축하공연, 벚꽃 DJ 뮤직 페스티벌, 청소년 댄스 경연대회
2. 부대프로그램 : 경남음악창작소 지역연계 공연, 청년 버스킹 경연대회, 플리마켓, 별천지 벚꽃 웨딩로드 IN 하동
3. 기타 프로그램 : 걷기 행사, 에어바운스, 인공암벽 클라이밍, 벚꽃 포토존, 먹거리부스 등",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/2b6293b2-9631-4c41-b59b-88a9e7c5cc67_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2b6293b2-9631-4c41-b59b-88a9e7c5cc67_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2b6293b2-9631-4c41-b59b-88a9e7c5cc67_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2b6293b2-9631-4c41-b59b-88a9e7c5cc67_6.jpg,~,~,경상남도 하동군 화개면 탑리 576 화개면 그린나래광장,화개장터벚꽃축제추진위원회/화개면 청년회,055-880-6584
WELLNESS on ISLAND,남이섬에서 만나는 인도 웰니스의 정수,"치유의 숲, 남이섬에서 펼쳐지는 요가, 사운드 테라피, 아트 테라피, 아유르베다, 드럼 서클 등 다양한 웰니스 프로그램을 통해 내면에 집중하고 몸과 마음의 균형을 찾는 힐링의 시간을 보낼 수 있다. 어디에서도 만나볼 수 없고, 경험할 수 없는 특별한 웰니스 체험이다.
[행사내용]
대표 프로그램
- 요가
- 사운드 테라피
- 아트 테라피
- 아유르베다
- 드럼 서클
- 명상
- 웰니스 뮤직 콘서트

*요금
5월 10일 1일권 : 69,000원
5월 11일 1일권 : 59,000원
5월 10~11일 양일권 : 109,000원
* 남이섬 입장료 포함",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/92c10e64-b805-48e5-90cb-e615e902b200_3.jpg,,,,2025-05-10,2025-05-11,강원특별자치도 춘천시 남산면 남이섬길 1 남이섬 일대,세계책나라축제위원회/남이섬교육문화그룹,031-580-8015
겸재문화예술제,"'겸재의 향기, 강서를 물들이다'","겸재의 향기, 강서를 물들이다 <제9회 겸재문화예술제> 5월 10일, 강서구 대표 봄 축제인 겸재문화예술제가 마곡 어울림공원에서 개최된다. 올해로 20회를 맞은 겸재전국사생대회와 어린이부터 어르신까지 남녀노소 누구나 참여할 수 있는 다채로운 프로그램과 문화예술공연, 다양한 전시까지 겸재문화예술제에서 만나볼 수 있다.
[행사내용]
1. 사전행사
- 제2회 정선의 그림속으로 떠나는 백일장 시상식(15:00)

2. 제20회 겸재전국사생대회
- 10:30~15:00 / 화지배부: 10:00 / 수상자 발표 : 16:50 / ※ 시상식 : 2025. 6. 5.(예정)
- 전국 유˙초˙중˙고등학생 대상 / 접수기간 : ~ 5.9.(금)까지 / *현장접수 가능

3. 문화예술공연(겸재 문화 버스킹) : 13:00~16:50
- 버블쇼(버블체험), 마술, 노래, 악기 연주, 퍼포먼스 댄스 등

4. 체험 프로그램 (10:00 ~ 17:00)
- 체험부스 : 우리동네 미술관˙박물관 체험프로그램, 페이스페인팅, 네일샵 등 다채로운 체험부스 운영
- 아트마켓 : 지역예술가들과 함께 하는 겸재를 주제로 하는 아트마켓
- 야외전시 : 2024년 겸재사생대회 수상작품전, 백일장 수상작 시화전, 겸재 시화전
- 부대행사 : 겸재 스탬프투어, SNS 인증샷 이벤트, 선비복 입기 체험, 양천팔경 협동화 그리기 등 다양한 프로그램 운영",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/b7d4b163-bb6c-4b25-8f3d-475e71808ebf_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_b7d4b163-bb6c-4b25-8f3d-475e71808ebf_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_b7d4b163-bb6c-4b25-8f3d-475e71808ebf_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_b7d4b163-bb6c-4b25-8f3d-475e71808ebf_6.jpg,2025-05-10,2025-05-10,서울특별시 강서구 양천로 291 (마곡동),서울특별시 강서구/강서문화원(겸재정선미술관),"02-2659-2207, 02-2600-6581"
군위 사랑과 나눔 문화축전,"군위, 사랑의 바람 불어오다","가정의 달 5월, ‘군위 사랑과 나눔 문화축전’은 김수환 추기경 사랑과나눔공원, 용대리 마을, 군위군청소년수련원 일원에서 열리는 가족 참여형 문화축제이다. 다양한 체험프로그램, 무대프로그램, 어린이 그림그리기대회까지 온 세대가 어우러져 사랑과 나눔의 가치를 함께 나누는 문화행사이다.
[행사내용]
1. 김수환 추기경 사랑과나눔 공원
- 어린이그림그리기 대회
- 옹기만들기 /천연염색 / 지게 체험
- 바보시네마
- 우리안의 옹기, 수환이 찾기

2. 용대리마을
- 추억의 놀이 체험

3. 군위군 청소년 수련원
- 사랑과 나눔 콘서트
- 사랑과 나눔 놀이터
- 사랑 피크닉존
- 나눔 체험존",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/ec12e7db-595d-4182-be9a-6a7b457d87c1_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ec12e7db-595d-4182-be9a-6a7b457d87c1_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ec12e7db-595d-4182-be9a-6a7b457d87c1_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ec12e7db-595d-4182-be9a-6a7b457d87c1_6.jpg,2025-05-10,2025-05-10,대구광역시 군위군 군위읍 군위금성로 307-14 김수환추기경 사랑과나눔 공원 및 군위군 청소년 수련원,"㈜매일신문사/대구광역시, 군위군",010-2318-8808
동춘당 문화제,동춘당 송준길 선생을 기리기 위한 선비문화축제,"동춘당 문화제는 1996년 제1회를 시작으로 송준길 선생의 아호인 ‘동춘’ 늘 봄과 같다는 뜻을 받아 매년 4월-5월 봄에 진행되며 동춘당 송준길 선생의 생애 및 사상, 학문적 업적 등을 기리고자 개최된다. 동춘당 문화제를 대표하는 프로그램으로 숭모제례, 문정공시호봉송행렬, 늘봄 콘서트가 있으며, 그 외 유교경전암송, 동춘장터, 역사문화탐방 등 동춘당 문화제만의 다채로운 즐거움을 선사하는 선비문화축제이다.
[행사내용]
1. 느껴 봄
〈숭모제례〉 - 동춘당 선생을 기리는 전통 유교식 제례
〈유교경전암송〉 - 유학자인 동춘당 선생의 사상을 기리는 유교경전암송
〈동춘당의 유교인문학 이야기〉 - 동춘당의 생애와 사상을 알아보는 인문학 강의

2. 놀아 봄
〈동춘장터〉 - 체험과 먹거리가 가득한 회덕의 저잣거리
〈동춘당 게임〉 - 전통 놀이를 즐겨보는 동춘당 게임

3. 걸어 봄
〈동춘당 역사문화탐방〉 - 동춘당 공원 내 유적 및 축제 탐방
〈문정공시호봉송행렬〉 - 동춘당 선생 사후 '문정'이라는 시호교지를 받들어온 행렬 재현

4. 즐겨 봄
〈동춘장터 거리공연〉 - 흥미와 재미를 유발하는 거리공연
〈동춘 버스킹〉 - 풍류가 흐르는 동춘 버스킹
〈늘봄 콘서트〉 - 동춘당 송준길 선생과 문화제를 이어줄 신명나는 메인 공연",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/8e66fcd4-b019-404c-a33c-b759bb3494ca_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_8e66fcd4-b019-404c-a33c-b759bb3494ca_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_8e66fcd4-b019-404c-a33c-b759bb3494ca_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_8e66fcd4-b019-404c-a33c-b759bb3494ca_6.jpg,2025-05-10,2025-05-10,대전광역시 대덕구 동춘당로 80 (송촌동) 동춘당 역사공원 일원,대전광역시 대덕구/대덕문화원,042-627-7517
동학농민혁명기념제,동학농민혁명 억압에서 피어난 불꽃,"동학농민혁명기념제에는 매년 양력 5월 개최되는 행사로서 조선시대 봉건제도의 학정에 대한 순수한 농민의 개혁혁명운동의 발상지로서 근대화를 앞당겼고 민족독립운동에 커다란 영향을 끼친 의미있는 행사이다.
[행사내용]
1. 메인프로그램 : 축하공연 및 지역활동 예술가 무대
2. 부대프로그램 : 어린이 놀이장, 체험부스
3. 소비자 참여 프로그램 : 체험부스 및 홍보부스
4. 기타 내용 : 먹거리 핑거푸드존, 푸드트럭, 체험프로그램_ 1894 그날의 체험(주먹밥, 찾아가는 기념관, 지역활용 체험부스, 에어바운스, 놀이기구)",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/a7dae5e5-385d-4629-ab38-a38b7e030e5e_3.jpg,,,,2025-05-10,2025-05-11,전북특별자치도 정읍시 천변로 233 (시기동) 정읍시 천변 어린이축구장 일원,정읍시/(사)동학농민혁명계승사업회,063-538-1894
서울드럼페스티벌,TOUCH MY SOUL,"1999년을 시작으로 올해 27회를 맞이하는 서울시 대표 음악축제 '서울드럼페스티벌'이 '터치 마이 소울(TOUCH MY SOUL)'이라는 슬로건 아래 노을이 아름다운 노들섬에서 시민과 함께 즐거운 두드림을 기다리고 있다. <2025 서울드럼페스티벌>은 국내 외 드럼과 타악연주자, 음악팬들이 모여 음악을 즐기고 소통하며, 시민들에게 다양한 볼거리와 특별한 경험을 제공할 것으로 기대된다.
[행사내용]
1. 메인 프로그램 : 국내·외 아티스트 공연, 드럼클리닉&사인회, THE DRUMMER 수상자 공연
2. 부대 프로그램 : 체험 프로그램 (리듬오락실, 무한체험루프 만들기 등)
3. 서울행진25 퍼레이드 등",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/699eece4-da49-4549-b349-075fdcafaaaa_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_699eece4-da49-4549-b349-075fdcafaaaa_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_699eece4-da49-4549-b349-075fdcafaaaa_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_699eece4-da49-4549-b349-075fdcafaaaa_6.jpg,2025-05-10,2025-05-11,서울특별시 용산구 양녕로 445 (이촌동),서울특별시,02-537-7109
